metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
ITAD_PhysicalDestructionRequired,ITAD PhysicalDestructionRequired,yaml_scope_field,job_context,J_DOMAIN_ITAD,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=enum_match_then_validate | extractor=boolean_from_explicit_yes_no_or_required_phrase,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: requiredness driven by service-line domain/subdomain activation.
ITAD_RecyclingComplianceStandard,ITAD RecyclingComplianceStandard,yaml_scope_field,job_context,J_DOMAIN_ITAD,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
ITAD_CertificatesRequired,ITAD CertificatesRequired,yaml_scope_field,job_context,J_DOMAIN_ITAD,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=enum_match_then_validate | extractor=boolean_from_explicit_yes_no_or_required_phrase,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: requiredness driven by service-line domain/subdomain activation.
ITAD_FinalReportingDeliverables,ITAD FinalReportingDeliverables,yaml_scope_field,job_context,J_DOMAIN_ITAD,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
Cabling_ApproxDropCount,Cabling ApproxDropCount,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,count_aggregate,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=count_parser | extractor=numeric_from_explicit_count_or_table,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: requiredness driven by service-line domain/subdomain activation.
Cabling_CableTypesInScope,Cabling CableTypesInScope,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=summary_from_batched_sections,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
Cabling_AsBuiltDeliverables,Cabling AsBuiltDeliverables,yaml_scope_field,job_context,J_DOMAIN_AUDIT,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
Cabling_LabelingScheme,Cabling LabelingScheme,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
Cabling_TestingAndCertificationStandard,Cabling TestingAndCertificationStandard,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
MSP_BackupInScope,MSP BackupInScope,yaml_scope_field,job_context,J_DOMAIN_MSP,scalar,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=enum_match_then_validate | extractor=boolean_from_explicit_yes_no_or_required_phrase,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: requiredness driven by service-line domain/subdomain activation.
MSP_EndpointCount,MSP EndpointCount,yaml_scope_field,job_context,J_DOMAIN_MSP,count_aggregate,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=count_parser | extractor=numeric_from_explicit_count_or_table,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,structured,v2 rule: requiredness driven by service-line domain/subdomain activation.
MSP_PatchingInScope,MSP PatchingInScope,yaml_scope_field,job_context,J_DOMAIN_MSP,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=batched_section_fill | extractor=summary_from_batched_sections,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
MSP_ServiceDeskCoverageHours,MSP ServiceDeskCoverageHours,yaml_scope_field,job_context,J_DOMAIN_MSP,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=time_window_from_explicit_schedule_mentions,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
MSP_SLA_ResponseTimeP1,MSP SLA ResponseTimeP1,yaml_scope_field,job_context,J_DOMAIN_MSP,text_context,single job planning snapshot at dispatch / pre-start,field_value | source_artifact_id | source_type | source_precedence_rank | extract_confidence | activation_domain | evidence_span_or_attachment_ref | parse_strategy=candidate_span_selection | extractor=identifier_from_reference_table_or_explicit_label,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank,semi_structured_or_text,v2 rule: requiredness driven by service-line domain/subdomain activation.
