metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models
CeilingHeight_Restaurant_DMARCExtension,CeilingHeight Restaurant DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingHeight_RetailSpace_DMARCExtension,CeilingHeight RetailSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingHeight_Warehouse_DMARCExtension,CeilingHeight Warehouse DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_Datacenter_DMARCExtension,CeilingType Datacenter DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_DistributionCenter_DMARCExtension,CeilingType DistributionCenter DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_EducationalInstitutionalSpace_DMARCExtension,CeilingType EducationalInstitutionalSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_EntertainmentSpace_DMARCExtension,CeilingType EntertainmentSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_Government_DMARCExtension,CeilingType Government DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_HighRise_DMARCExtension,CeilingType HighRise DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_HospitalBuilding_DMARCExtension,CeilingType HospitalBuilding DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_HospitalityBuilding_DMARCExtension,CeilingType HospitalityBuilding DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_OfficeSpace_DMARCExtension,CeilingType OfficeSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_Restaurant_DMARCExtension,CeilingType Restaurant DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_RetailSpace_DMARCExtension,CeilingType RetailSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
CeilingType_Warehouse_DMARCExtension,CeilingType Warehouse DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
DCTerminationRequirements_DMARCExtension,DCTerminationRequirements DMARCExtension,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
EngineerCount_copper_DMARCExtension,EngineerCount copper DMARCExtension,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
NumberOfFloors_DMARCExtension,NumberOfFloors DMARCExtension,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
OutdoorSpaceRequirements_DMARCExtension,OutdoorSpaceRequirements DMARCExtension,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_DMARCExtension,TotalDrops DMARCExtension,yaml_scope_field,job_context,J_DOMAIN_LOW_VOLTAGE_CABLING,bronze_deal_yaml_context,fact_job_context_field / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_Datacenter_DMARCExtension,TotalDrops Datacenter DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_DistributionCenter_DMARCExtension,TotalDrops DistributionCenter DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_EducationalInstitutionalSpace_DMARCExtension,TotalDrops EducationalInstitutionalSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_EntertainmentSpace_DMARCExtension,TotalDrops EntertainmentSpace DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_Government_DMARCExtension,TotalDrops Government DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_HighRise_DMARCExtension,TotalDrops HighRise DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_HospitalBuilding_DMARCExtension,TotalDrops HospitalBuilding DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
TotalDrops_HospitalityBuilding_DMARCExtension,TotalDrops HospitalityBuilding DMARCExtension,yaml_scope_field,job_context,J_SITE_LOGISTICS,bronze_deal_yaml_context,fact_job_context_field / bridge_job_domain_scope / gold_job_context_snapshot,serving_job_context_embedding_cache,pairwise_fit_retrieval | duration_overrun_risk | first_pass_qc | redispatch_risk | margin_risk | safety_risk,Job Context Encoder,Domain Expert Bank; Duration Overrun Predictor; Job Context Text Encoder; Margin Erosion / Admin Risk Model; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank
